C,Si,Mn,Cr,Sn,Cu,Ni,Mo,thickness ,ferrite,perlite ,carbides ,martensite ,ausferrite ,austenite ,copper,CLASS,ferryt,perlit,węgliki,martenzyt,ausferryt,austenit,Wolna miedź,SUMA,ferryt.1,perlit.1,węgliki.1,martenzyt.1,ausferryt.1,austenit.1,Wolna miedź.1,kontrolka,Unnamed: 33,ferryt.2,perlit.2,węgliki.2,martenzyt.2,ausferryt.2,austenit.2,Wolna miedź.2,Unnamed: 41
3.55,2.31,0.322,0.0,0.004,0.0,0.0,0.08,3,15.4,24.8,5.8,1,0,7,0,AF,4.824904,0.341835,2.5735,0.00044,18.19099,98.07675,0.0,110.26749,2,47,53,0,97,0,0,100,,3.738034,18.690567,0.00138,1.405829,17.45684,1.380017,0.0,110.30501
3.38,2.5,0.02,0.13,0.0,0.48,1.66,0.37,3,0.0,0.0,3.0,0,100,6,0,M,2.2e-05,22.615282,1.562336,0.00044,68.17925,1.226321,0.0,80.02297,36,59,0,5,10,1,0,100,,2.2e-05,94.95399,10.451447,0.00044,24.28986,4.700044,0.121824,115.38662
4.01,2.45,0.402,0.0,0.0,0.4,0.63,0.24,12,8.2,7.7,0.0,2,100,5,0,M,2.2e-05,69.893778,57.12141,0.00044,0.0,4.688945,0.017345,153.7299,0,6,4,4,20,2,0,100,,2.2e-05,0.004045,0.00138,66.415427,14.48395,0.20464,0.0,103.95312
3.39,2.73,0.172,0.06,0.0,0.11,0.0,0.0,5,7.2,0.0,0.0,7,100,1,0,FP,4.495372,3.88489,2.185374,0.00044,100.0,4.662438,0.0,81.07461,5,98,48,0,0,0,0,100,,62.46501,94.95399,8.839251,7.287535,14.27418,0.000289,0.0,80.02297
3.25,2.45,0.312,0.0,0.006,0.15,0.0,0.0,8,13.1,12.1,29.0,0,0,6,0,AP,2.2e-05,3.79846,57.12141,0.00044,13.26321,0.000289,0.0,81.96932,0,88,26,0,97,6,0,100,,2.2e-05,93.922832,0.00138,26.765528,4.22898,0.000289,0.0,114.07411
2.73,2.53,0.229,2.81,0.0,0.2,0.02,0.0,5,27.1,0.0,7.6,6,0,0,0,M,0.985285,0.004045,16.969743,7.170044,78.36504,2.574294,0.0,80.02297,0,98,0,0,11,0,0,100,,0.330259,3.54785,12.996338,5.033884,10.53263,4.999467,0.0,121.33984
3.29,2.64,0.188,0.0,0.001,0.0,0.0,0.0,16,11.3,21.9,3.1,0,0,27,0,FP,4.462401,0.004045,3.456129,0.00044,100.0,5.981909,0.0,80.02297,0,12,11,5,0,0,0,100,,2.2e-05,73.068275,7.003826,5.207363,2.77728,98.07675,0.0,91.47994
3.76,2.72,0.064,0.0,0.004,0.07,21.04,2.44,7,4.9,0.0,1.5,41,20,3,3,M,4.252211,0.004045,4.98989,27.787987,100.0,2.274329,0.047896,127.59841,7,0,2,0,97,0,0,100,,2.2e-05,94.95399,8.980113,0.00044,3.45154,0.000289,0.128332,130.07155
4.24,2.44,0.14,1.26,0.0,0.31,1.59,0.84,23,0.0,0.0,0.0,96,15,6,0,AN,2.2e-05,0.004045,0.00138,0.00044,79.1606,0.000289,0.0,96.35927,0,0,5,0,97,4,0,100,,5.455397,60.068707,57.12141,89.943024,0.0,2.839616,0.0,80.02297
3.18,2.44,0.301,0.0,0.0,0.0,0.24,0.16,16,6.3,0.0,4.0,0,100,4,0,M,16.224908,2.029331,0.00138,95.98867,21.04757,98.07675,0.0,82.66496,27,0,9,0,0,6,0,100,,2.2e-05,10.838619,10.108146,3.052169,19.19539,79.806496,0.0,118.02382
3.22,2.46,0.22,0.14,0.0,0.0,0.31,1.34,23,2.3,1.9,0.0,32,63,2,0,AN,14.24273,32.247958,0.00138,6.158367,100.0,56.367378,0.0,88.41826,3,44,29,0,71,98,0,100,,0.297063,94.95399,9.610038,3.476121,5.71086,0.000289,0.109052,121.6086
3.85,2.54,0.02,1.51,0.0,0.0,9.23,0.0,3,0.0,3.2,7.8,0,0,0,0,AN,1.219926,0.004045,0.00138,18.94408,0.0,0.000289,0.0,91.85571,0,21,53,0,0,3,0,100,,2.2e-05,41.502483,28.279527,0.00044,88.40511,4.294433,0.0,95.54937
2.88,2.4,0.218,0.0,0.007,0.15,0.61,0.79,7,70.0,47.6,46.5,0,2,0,0,M,4.230525,72.071489,11.3503,1.041521,100.0,80.351651,0.032843,80.02297,64,0,0,99,0,0,4,100,,4.685449,9.544828,32.13016,41.995468,13.80039,4.323933,3.448048,80.02297
3.02,2.19,0.146,0.12,0.005,0.09,1.31,0.34,3,5.3,24.6,4.8,96,10,0,0,M,2.2e-05,1.779311,4.416559,0.455161,83.98345,4.940362,0.159092,91.35018,4,96,0,7,14,98,0,100,,28.204965,9.485338,3.604424,1.728505,21.58007,0.000289,0.164058,131.88782
3.29,2.53,0.131,0.0,0.007,2.36,0.0,0.0,3,2.6,17.7,1.3,96,11,26,0,M,2.861063,40.598794,0.00138,0.00044,2.83716,98.07675,0.0,126.61958,52,97,1,0,97,1,0,100,,2.2e-05,94.95399,0.00138,95.98867,12.80552,1.560113,0.0,87.48325
2.99,2.55,0.159,0.0,0.007,0.0,0.94,0.0,4,0.0,23.9,60.0,32,71,1,0,AN,6.96035,0.004045,1.18212,0.00044,100.0,98.07675,0.0,80.02297,5,16,7,0,7,3,0,100,,2.2e-05,94.95399,10.563578,1.07788,0.0,0.000289,0.0,132.58885
3.61,2.39,0.204,0.15,0.0,0.04,0.96,2.25,20,6.9,0.0,3.1,0,99,100,0,AN,2.598445,73.98483,3.486871,95.98867,22.57867,0.000289,0.031575,87.12879,6,91,29,0,0,2,0,100,,3.735679,94.95399,10.442292,7.028192,0.00143,0.161655,4.772713,131.37163
3.39,2.46,0.386,0.63,0.0,0.3,0.86,0.34,9,70.0,60.8,8.4,4,18,1,0,AF,4.207597,0.004045,7.653188,95.98867,100.0,0.000289,0.0,84.50257,36,0,0,0,4,2,0,100,,2.2e-05,16.785803,13.279853,0.00044,9.03372,0.000289,0.0,153.7299
3.96,2.55,0.432,0.12,0.0,0.02,18.75,1.78,11,11.3,0.0,11.1,0,100,0,0,M,2.2e-05,4.826369,0.00138,36.414487,80.44926,74.411584,0.062329,96.55837,3,16,43,7,0,0,0,100,,2.2e-05,58.850112,11.805526,0.00044,2.48269,98.07675,0.102925,114.78642
4.03,2.4,0.177,0.14,0.003,0.55,1.34,0.06,3,70.0,40.3,6.5,0,86,0,0,AN,1.18242,0.004045,0.00138,1.023798,11.94382,0.000289,0.117057,91.01572,0,55,5,0,0,0,0,100,,0.76895,85.621994,12.170255,0.184321,0.0,23.711393,0.0,97.68998
3.36,2.19,0.328,1.36,0.064,0.0,1.5,0.0,6,70.0,42.1,6.5,1,15,0,0,M,2.2e-05,15.057526,9.708689,5.469917,79.15321,0.000289,0.05933,114.58027,2,20,0,0,59,5,0,100,,5.050861,25.710239,6.38231,1.162703,79.05073,0.000289,0.0,115.38502
3.73,2.22,0.02,0.15,0.007,2.11,1.38,0.0,14,0.0,0.0,4.2,0,0,2,0,M,6.306819,1.218368,7.350563,0.00044,7.9241,0.000289,0.0,101.03265,6,0,4,0,73,0,0,100,,3.669757,18.743512,0.00138,54.869281,24.64237,0.000289,0.175032,80.02297
3.45,2.24,0.098,0.07,0.004,0.0,1.53,0.0,17,22.0,25.2,60.0,0,58,3,0,M,17.137959,0.004045,0.00138,0.00044,100.0,0.000289,0.0,81.59909,0,0,3,8,19,6,0,100,,2.2e-05,15.048679,12.808917,0.749062,100.0,0.000289,0.150869,80.02297
3.12,2.66,0.157,0.73,0.006,0.14,0.0,0.0,13,0.0,0.0,0.0,0,100,0,0,AN,2.2e-05,0.004045,0.00138,2.319739,14.81078,0.000289,0.0,80.02297,2,3,0,0,10,1,0,100,,2.2e-05,94.850185,13.156986,5.785854,0.0,0.000289,0.0,88.59621
2.73,2.2,0.174,0.13,0.0,0.1,21.04,0.74,11,2.1,18.7,9.5,0,17,0,0,FP,2.2e-05,24.119946,1.322673,2.229618,3.8707,0.000289,0.221086,153.7299,2,0,9,5,0,1,0,100,,2.2e-05,94.95399,7.642564,0.00044,93.45386,0.000289,0.077888,116.16725
3.92,2.25,0.096,0.0,0.0,0.19,1.51,0.96,3,70.0,99.0,60.0,1,9,5,0,AN,5.074017,0.004045,6.133341,2.781794,0.0,52.946262,0.0,112.37978,16,0,5,3,97,4,0,100,,2.2e-05,31.108956,2.101874,0.00044,88.22975,98.07675,0.0,85.05524
3.36,2.41,0.364,0.03,0.002,0.36,21.04,0.0,3,2.3,15.7,0.0,3,0,0,0,AN,2.2e-05,0.352117,3.050842,0.00044,0.0,78.2809,0.0,80.02297,8,6,1,16,97,5,0,100,,2.2e-05,82.877273,11.297432,0.00044,0.0,0.000289,0.0,98.98813
3.55,2.45,0.279,0.0,0.006,0.0,0.0,0.31,3,70.0,9.0,1.6,0,100,3,0,AN,3.489589,64.803008,0.00138,95.98867,100.0,29.645124,0.0,94.04446,5,21,4,0,12,3,0,100,,4.459803,94.95399,3.078545,1.039759,0.0,98.07675,0.0,99.65823
4.24,2.36,0.152,0.0,0.003,0.0,14.5,0.0,15,27.8,0.0,41.8,96,12,0,0,M,7.148511,7.305626,35.254449,0.00044,0.0,0.000289,0.059958,80.02297,2,0,0,3,11,93,0,100,,5.703819,17.666497,12.302422,0.52029,0.0,4.980306,0.0,126.35946
3.52,2.34,0.05,0.13,0.006,0.43,6.15,0.0,3,0.0,0.0,33.4,4,50,3,0,AN,29.758058,0.004045,0.00138,52.047382,24.85366,4.884202,0.0,122.20029,0,0,12,0,17,2,0,100,,2.2e-05,0.004045,0.00138,0.00044,0.07793,0.000289,0.0,132.32163
3.87,2.2,0.159,0.14,0.0,0.04,3.39,0.13,19,0.0,22.6,0.0,0,100,100,0,M,2.2e-05,0.004045,3.07668,2.672138,0.0,1.131861,0.0,116.99248,0,0,0,0,11,2,0,100,,2.2e-05,20.256033,0.00138,0.00044,2.88636,0.000289,0.0,88.66333
3.77,2.6,0.168,2.64,0.0,0.0,0.0,0.07,5,12.5,6.0,25.1,7,0,14,0,AN,3.921177,0.004045,7.959133,1.809096,13.56135,52.96361,0.0,80.02297,64,70,0,76,0,0,0,100,,0.643304,13.922258,2.156063,0.00044,15.53933,0.000289,0.062298,80.92522
4.03,2.22,0.02,0.06,0.004,0.35,1.34,1.51,3,22.3,15.7,8.2,1,10,0,0,M,11.404727,47.684204,6.963398,0.00044,7.29727,4.257711,0.055199,99.0425,0,0,1,0,97,3,0,100,,2.012079,6.029278,0.00138,2.098523,0.0,0.350193,0.0,120.29648
3.74,2.52,0.02,0.02,0.0,2.76,1.59,2.44,5,14.3,11.9,6.0,3,100,0,0,M,2.2e-05,0.004045,0.00138,4.698727,0.0,0.000289,0.0,80.02297,24,86,7,5,78,0,0,100,,2.2e-05,94.95399,6.865168,0.084268,100.0,0.482937,0.022187,134.21174
3.24,2.42,0.307,0.0,0.002,0.14,0.37,0.29,3,5.8,19.2,52.7,6,20,4,0,FP,0.752796,26.864884,0.00138,0.00044,96.6122,98.07675,0.0,80.28047,5,0,5,0,9,6,0,100,,2.2e-05,11.776167,2.878322,0.096455,0.0,0.000289,0.0,89.39547
2.73,2.29,0.14,0.07,0.005,1.84,21.04,0.69,3,0.0,2.6,27.0,96,3,0,0,AN,11.931724,0.004045,2.704301,95.98867,0.0,2.152197,0.013853,105.46271,7,0,0,2,0,6,0,100,,2.2e-05,21.169402,57.12141,0.00044,5.64054,15.05346,0.0,127.17376
2.73,2.48,0.096,0.01,0.006,4.94,21.04,0.2,5,21.8,13.5,0.0,4,18,6,0,AN,2.779891,0.004045,8.015134,2.623821,100.0,1.11111,0.059744,80.02297,0,0,15,0,13,98,0,100,,1.049869,60.973732,11.956219,3.299583,0.0,0.000289,0.0,120.28399
2.94,2.26,0.165,0.14,0.0,2.12,21.04,0.04,3,0.0,9.8,2.6,0,18,0,0,AN,13.606016,9.45843,56.568132,0.00044,23.3515,6.307873,0.15905,103.5648,2,15,53,0,0,0,0,100,,2.2e-05,88.104465,11.999005,3.7287,100.0,0.000289,0.0,131.77014
3.62,2.49,0.166,0.06,0.0,0.12,0.0,0.0,6,0.0,76.8,5.6,16,81,7,0,M,2.935275,0.004045,8.314201,0.00044,1.84457,4.537354,0.0,85.13075,5,0,2,0,12,0,0,100,,1.076911,0.004045,5.900388,0.00044,23.11543,0.000289,0.0,108.45784
2.73,2.47,0.422,0.04,0.001,0.45,6.07,2.44,14,0.0,37.0,0.0,15,100,6,0,AN,2.364446,0.004045,31.03502,6.883858,21.52607,88.549368,0.0,80.02297,5,13,0,68,1,0,0,100,,5.258814,94.95399,2.037802,5.234661,20.61015,1.010694,0.0,124.68074
4.24,2.29,0.228,1.02,0.002,0.39,0.3,2.11,14,4.9,0.0,40.5,0,9,0,0,FP,0.754742,0.004045,52.298564,0.00044,71.81343,0.000289,0.0,80.02297,1,54,0,0,9,0,0,100,,2.2e-05,94.95399,8.526467,0.768899,0.0,41.540805,0.149115,95.56947
3.64,2.2,0.087,0.05,0.0,0.0,21.04,0.15,8,28.9,19.1,8.0,0,4,1,0,AN,2.2e-05,7.951934,11.945245,1.622116,89.45931,0.000289,0.0,80.02297,32,64,11,0,0,0,0,100,,2.2e-05,94.95399,8.893408,0.00044,0.78121,0.000289,0.0,134.94518
3.08,2.22,0.02,0.14,0.001,0.34,0.0,0.69,11,25.3,18.0,0.0,0,100,6,0,FP,2.2e-05,0.004045,6.593936,24.972527,0.0,98.07675,0.078558,131.04583,0,6,0,99,0,98,0,100,,3.65006,17.616296,12.183454,0.00044,15.47244,0.000289,0.0,80.02297
3.81,2.39,0.219,0.07,0.0,0.0,0.6,0.0,8,0.0,0.0,7.0,0,14,48,0,FP,62.46501,9.616624,0.00138,0.00044,0.0,1.806597,0.0,85.94168,4,74,9,2,13,5,0,100,,3.102837,24.989564,3.219222,0.00044,1.85235,0.000289,0.0,87.38698
3.33,2.46,0.414,0.0,0.0,0.0,0.84,1.98,8,6.9,57.8,17.6,3,1,6,0,AN,2.872317,0.004045,0.497047,0.00044,80.31077,98.07675,0.043581,80.02297,2,0,11,0,97,0,0,100,,2.2e-05,87.40776,0.00138,0.00044,22.65242,0.000289,0.195543,139.09799
3.33,2.24,0.217,0.0,0.004,0.0,9.12,0.13,10,21.0,0.0,7.0,0,12,0,0,AN,6.229751,0.004045,3.168667,0.680358,100.0,0.000289,0.067007,122.30984,2,0,6,2,7,5,0,100,,2.2e-05,25.116622,0.00138,23.735027,3.92243,2.50121,0.066383,117.73578
3.67,2.37,0.158,0.14,0.0,0.0,1.21,1.95,11,4.0,15.8,0.0,0,2,2,0,AF,5.840848,0.004045,2.595874,95.98867,17.734,98.07675,0.0,91.61236,64,98,4,2,0,0,0,100,,4.03487,25.259082,11.435895,0.201729,18.04196,0.746173,0.023948,130.38813
3.18,2.21,0.392,0.0,0.004,0.0,21.04,2.44,10,0.5,23.7,0.0,0,100,0,0,M,2.2e-05,0.004045,0.00138,95.98867,74.60176,5.859156,0.0,134.74803,0,13,4,5,21,6,0,100,,2.2e-05,94.95399,12.124583,0.00044,0.0,1.027263,0.205041,106.66843
3.2,2.32,0.02,0.0,0.002,0.0,0.0,0.0,5,0.0,22.4,8.4,0,0,100,0,M,2.760509,90.857265,3.230885,0.00044,86.83856,4.930119,0.029638,82.51892,21,98,0,0,88,0,0,100,,2.2e-05,25.207912,28.390204,0.00044,95.65646,0.000289,0.0,104.63319
3.98,2.28,0.163,0.0,0.0,0.0,1.06,0.0,8,0.0,23.0,6.0,0,0,1,0,FP,2.2e-05,0.004045,7.454661,0.00044,5.54187,0.000289,0.0,126.07876,64,0,0,0,72,0,0,100,,2.2e-05,85.603201,0.00138,12.106326,87.74677,0.000289,0.335356,87.13005
3.23,2.56,0.02,0.05,0.007,0.41,0.63,0.27,22,25.4,6.4,7.9,96,16,2,0,M,5.27446,0.004045,7.835242,0.595655,100.0,4.406387,0.158007,80.02297,10,73,0,0,60,0,0,100,,3.611922,17.936971,8.064773,4.633186,10.08111,0.000289,0.0,128.35935
3.84,2.73,0.037,0.16,0.002,4.94,5.89,0.0,15,0.0,0.0,0.7,6,0,0,0,AN,2.2e-05,14.920046,57.12141,2.050706,0.0,0.000289,0.019994,82.01035,0,0,3,0,3,3,0,100,,62.46501,3.056008,0.00138,5.992563,0.0,39.604928,0.0,90.8397
2.78,2.08,0.374,0.0,0.0,0.0,0.0,2.44,3,64.9,0.0,9.4,0,0,0,0,M,3.707563,0.004045,8.120757,0.00044,0.0,3.980716,0.0,90.98567,64,0,9,4,0,4,0,100,,2.2e-05,94.95399,0.213416,95.98867,100.0,0.198388,0.093422,116.07654
3.13,2.73,0.02,0.16,0.121,0.29,0.74,2.44,24,0.0,13.6,3.1,0,100,0,0,M,2.2e-05,0.004045,9.112453,0.00044,21.09189,0.000289,0.096979,80.02297,0,98,9,0,97,98,0,100,,6.283072,94.95399,0.00138,0.00044,100.0,0.000289,0.000188,141.25129
3.48,2.73,0.16,0.17,0.0,0.42,4.09,0.59,10,4.9,7.5,0.3,2,99,0,0,M,40.380577,38.045675,5.017461,90.147348,12.59063,0.000289,0.0,115.58767,5,5,30,0,0,0,1,100,,2.2e-05,94.95399,0.00138,0.323673,80.03584,0.000289,0.0,94.05922
3.05,2.35,0.105,0.08,0.003,0.27,0.88,2.44,3,6.5,18.7,0.0,0,9,0,0,FP,2.106433,0.004045,0.00138,1.322401,0.0,0.000289,0.0,100.46727,3,0,0,0,7,2,0,100,,2.2e-05,23.440717,5.241923,0.012911,13.46623,3.05644,0.0,110.13842
2.73,2.56,0.02,0.08,0.0,0.0,0.2,2.44,4,2.9,0.0,60.0,96,0,0,0,AN,2.2e-05,21.025044,0.00138,6.983927,0.0,0.000289,0.0,80.02297,6,0,6,1,10,0,0,100,,2.2e-05,19.689673,5.957305,2.534783,100.0,0.000289,0.103834,91.00412
3.81,2.63,0.139,0.14,0.0,0.0,0.0,0.0,24,29.0,29.1,2.3,0,100,2,0,M,23.19281,4.020096,8.668285,71.195052,0.0,0.000289,0.07333,80.02297,48,98,0,0,5,4,0,100,,4.305696,54.139463,0.00138,94.235603,14.37446,2.301286,0.011846,80.02297
4.24,2.13,0.169,0.14,0.0,0.3,1.15,0.0,15,29.2,0.0,43.3,0,0,5,0,M,2.063472,81.502488,6.763213,0.00044,0.0,0.000289,0.007337,91.33142,5,0,0,26,68,0,0,100,,3.497109,94.95399,6.893112,0.00044,10.37952,0.417612,0.019228,85.12876
3.77,2.48,0.296,0.0,0.0,3.02,14.03,0.0,24,0.0,0.0,3.2,4,3,100,0,AN,2.2e-05,0.004045,0.00138,54.47378,0.0,4.791914,0.0,80.02297,15,0,5,5,62,0,0,100,,2.2e-05,94.95399,8.982358,0.00044,0.0,5.973944,0.084993,122.84552
3.2,2.34,0.26,0.16,0.0,0.47,0.9,0.0,12,0.0,0.0,5.0,0,59,5,0,AN,0.231774,9.056312,0.00138,7.493821,100.0,5.784351,0.177692,95.54989,5,98,11,0,80,0,0,100,,28.433971,94.95399,7.646059,3.886246,8.86448,0.000289,0.061892,102.59078
3.15,2.29,0.02,0.05,0.0,0.01,0.09,2.33,9,3.2,15.0,0.9,3,19,0,0,FP,4.308997,0.004045,57.12141,7.477797,100.0,98.07675,0.711374,80.02297,32,0,0,0,0,0,0,100,,3.233789,94.95399,12.993427,3.831012,100.0,0.000289,0.061863,99.05907
2.98,2.28,0.27,0.13,0.006,0.01,0.31,0.74,17,4.3,65.8,7.6,96,21,0,0,AN,5.044195,0.004045,2.527089,0.00044,99.27083,98.07675,0.0,124.42838,5,10,11,3,0,6,0,100,,2.2e-05,12.490748,0.00138,0.00044,100.0,2.015986,0.0,124.32914
3.21,2.33,0.418,0.0,0.005,0.17,4.64,2.44,3,4.9,27.8,35.2,3,14,0,0,AN,15.915905,9.076652,5.363263,3.738693,0.0,3.403191,0.165948,80.02297,32,0,0,99,9,0,0,100,,2.2e-05,19.131066,12.825563,7.185263,23.74853,3.06554,0.000398,128.38682
3.53,2.5,0.213,0.15,0.0,0.8,0.44,0.0,18,0.0,76.9,2.5,0,14,0,0,AF,5.387799,20.682012,21.578966,0.00044,0.0,0.000289,0.092965,89.84416,0,15,0,0,97,54,0,100,,2.2e-05,80.922685,0.00138,0.00044,6.89259,0.000289,0.039552,135.28454
4.24,2.59,0.198,0.0,0.0,0.0,14.97,0.3,8,70.0,13.9,60.0,4,12,6,0,AN,2.346852,0.004045,0.00138,6.250829,100.0,98.07675,0.0,81.96889,5,0,2,0,19,2,0,100,,62.46501,2.60777,9.424481,1.251501,0.0,65.568543,0.0,80.02297
4.01,2.35,0.222,0.13,0.002,0.0,6.21,0.09,11,20.1,13.2,4.9,1,11,0,0,M,2.2e-05,19.48826,0.00138,25.809003,100.0,0.103304,0.007114,91.09455,0,49,0,99,0,98,0,100,,62.46501,94.070862,5.176706,4.103537,100.0,0.79627,0.023425,122.01905
3.38,2.45,0.112,0.0,0.079,0.0,3.61,2.44,10,7.1,0.0,60.0,0,6,0,0,FP,3.429909,0.004045,0.00138,95.98867,6.27411,0.000289,0.0,80.02297,36,0,0,7,0,4,0,100,,2.2e-05,94.95399,20.320644,0.00044,0.0,1.050516,0.0,132.51498
3.25,2.42,0.352,0.13,0.0,0.42,0.01,0.0,20,0.0,99.0,53.6,0,69,20,0,M,2.2e-05,0.004045,0.00138,0.00044,13.40741,2.115042,0.0,86.49601,56,0,0,99,80,5,0,100,,1.527429,13.438767,2.534928,0.00044,24.30404,3.864413,0.0,84.33553
3.71,2.44,0.02,0.03,0.005,0.0,0.0,0.0,3,26.2,12.8,4.9,0,86,0,0,M,31.309474,0.004045,3.206068,0.228406,16.04494,98.07675,0.0,80.02297,5,0,51,0,21,5,0,100,,2.2e-05,55.036337,0.00138,38.507984,0.0,0.246586,0.0,122.97053
3.44,2.25,1.223,0.02,0.0,0.0,0.0,2.1,7,48.8,11.4,1.1,0,0,0,0,AN,2.2e-05,19.196733,6.050243,4.457112,0.0,4.114732,0.0,80.02297,32,49,0,7,1,16,0,100,,2.2e-05,22.245492,57.12141,38.755056,0.0,98.07675,0.001177,153.7299
3.44,2.67,0.196,0.0,0.063,0.17,0.0,0.0,17,0.0,19.8,9.8,0,51,7,0,M,2.2e-05,6.830664,8.067098,0.00044,98.93367,98.07675,0.050729,93.0785,43,0,11,6,15,1,0,100,,0.47424,30.917701,0.00138,7.549676,10.17315,98.07675,0.0,114.46153
3.56,2.08,0.565,0.01,0.001,0.22,0.0,0.0,19,2.3,27.2,0.4,0,100,1,0,M,2.2e-05,24.156033,2.059958,95.98867,100.0,81.721497,0.0,111.21643,64,43,1,5,97,6,0,100,,4.383721,25.526582,0.00138,5.361556,0.0,0.000289,0.0,129.68977
3.12,2.35,0.277,0.0,0.0,0.0,0.0,2.44,4,0.0,9.7,23.8,1,78,4,0,AN,16.506869,0.004045,40.434514,3.803189,100.0,6.147316,0.0,90.84476,2,1,5,0,18,0,0,100,,2.2e-05,13.280639,10.035356,3.771215,10.97215,98.07675,0.0,133.01315
2.91,2.35,0.08,0.16,0.0,0.35,1.09,0.0,10,0.0,10.5,3.4,96,100,0,0,AP,2.2e-05,32.05618,0.00138,3.022804,0.0,2.754887,0.120243,80.02297,1,0,10,6,18,98,0,100,,2.2e-05,94.95399,12.61273,0.00044,0.0,2.708041,0.201693,111.28792
2.89,2.73,0.195,0.16,0.001,3.07,4.23,0.0,8,30.3,5.7,0.0,0,100,0,0,AF,4.553773,15.495578,0.00138,0.00044,94.11148,0.000289,0.0,80.02297,4,0,3,2,0,6,0,100,,2.046432,70.581603,10.056659,0.00044,100.0,0.000289,0.0,99.21617
3.46,2.3,0.314,0.09,0.007,1.48,0.0,0.0,3,21.2,27.1,25.6,93,0,0,0,AN,55.921893,34.815604,0.00138,0.00044,100.0,98.07675,0.002177,128.34341,2,39,1,4,16,6,0,100,,2.2e-05,91.345325,0.00138,53.749559,22.03052,0.000289,0.217772,123.40985
3.81,2.57,0.02,0.16,0.008,0.02,0.0,0.0,15,4.0,8.1,8.7,0,6,0,0,M,0.103394,0.004045,0.00138,0.614087,100.0,19.03702,0.0,109.29482,6,1,0,6,0,0,0,100,,2.2e-05,9.775931,57.12141,4.681554,0.0,4.548445,0.055085,126.93794
3.61,2.27,0.29,0.14,0.005,0.44,5.09,0.0,5,0.0,3.3,0.0,96,66,0,0,AN,11.017649,0.004045,0.00138,1.826045,7.60398,5.281034,0.0,111.31022,15,14,1,0,0,98,0,100,,2.2e-05,1.835376,11.78359,2.381864,20.92816,0.000289,0.0,106.69815
4.24,2.23,0.267,0.15,0.001,0.0,5.98,2.01,6,9.1,21.4,15.9,2,100,6,0,FP,3.296585,24.496797,43.450882,0.471751,73.92951,0.000289,0.105849,82.12947,0,0,1,7,15,2,0,100,,2.375652,19.016144,57.12141,2.726875,81.77025,98.07675,0.0,81.57989
3.69,2.24,0.156,0.0,0.0,0.0,0.71,1.06,22,32.3,0.0,10.4,0,19,7,0,AN,4.764159,4.575579,1.333446,0.00044,99.58927,3.222209,0.114572,87.61739,6,0,9,1,0,5,0,100,,2.2e-05,24.528933,0.756281,0.975045,0.0,1.24394,1.066692,123.43686
2.93,2.44,0.224,1.31,0.0,2.58,0.91,0.57,11,7.2,0.0,0.0,96,100,20,0,FP,56.211398,0.004045,5.775414,0.00044,100.0,1.279856,0.0,103.23096,7,6,45,0,0,1,0,100,,2.119573,0.004045,13.120079,1.195094,100.0,1.009437,0.0,133.08183
3.17,2.39,0.294,0.12,0.001,0.11,1.05,0.0,3,70.0,4.5,60.0,7,15,0,0,M,2.2e-05,0.004045,1.088773,4.025864,16.36142,0.000289,0.0,130.13627,5,0,0,0,0,0,0,100,,46.676153,94.95399,12.850723,0.39971,19.0673,27.432457,0.0,133.62569
3.98,2.51,0.153,0.0,0.005,0.0,6.96,0.82,3,4.5,0.0,5.1,0,18,6,0,M,2.2e-05,16.558988,33.257811,0.00044,0.0,4.954526,0.428915,80.02297,8,0,1,0,12,0,0,100,,2.2e-05,73.964346,10.480921,0.00044,22.87949,0.000289,0.0,153.7299
3.43,2.73,0.132,0.0,0.0,4.75,3.47,0.0,16,2.6,11.3,10.1,2,100,100,0,AN,62.46501,17.402565,2.971727,0.00044,4.4916,0.994228,0.168023,80.02297,64,15,7,0,0,0,0,100,,2.2e-05,93.038949,1.748834,37.21871,8.84542,5.971074,0.0,112.00376
3.39,2.73,0.02,0.0,0.0,0.45,0.0,0.0,4,15.4,0.0,4.9,0,0,2,0,M,26.930641,94.95399,3.06877,0.00044,23.13933,0.000289,0.0,105.84889,64,33,0,0,2,0,0,100,,3.448515,94.95399,0.00138,0.00044,24.27919,0.000289,0.106213,109.0961
3.63,2.28,0.034,0.0,0.0,0.26,1.02,0.0,3,0.0,59.0,45.0,0,2,100,0,M,14.710917,4.538231,2.021588,0.00044,24.36214,4.682857,0.0,80.02297,4,24,2,3,73,0,0,100,,2.2e-05,21.217198,10.607671,95.98867,0.0,3.965069,0.0,126.39798
3.12,2.2,0.02,0.0,0.003,2.42,17.87,1.41,4,2.2,51.9,3.0,5,100,7,0,FP,2.595945,0.004045,2.704191,0.00044,2.6233,6.165513,0.0,93.43918,18,0,11,0,0,1,0,100,,6.697865,8.508958,3.800958,0.00044,2.73641,0.000289,0.06385,127.41602
3.14,2.65,0.02,0.18,0.001,2.01,1.64,1.7,20,0.8,0.0,3.3,7,19,0,0,M,1.286426,0.004045,0.00138,6.196501,14.83243,0.000289,0.158422,83.30932,4,98,0,99,21,98,0,100,,14.240151,94.95399,4.575463,0.00044,73.60969,0.000289,4.772713,114.86654
